id,province,urban,hh_size,true_income,reported_income,utility_kwh,mobile_money,poor_true,split
4675,Punjab,1,6,35750.028322519174,31583.536639473143,10,1,1,test
4676,Punjab,0,5,20819.85508090995,23618.195964235994,10,0,1,test
4677,Sindh,0,4,21689.50197681462,17334.452979439964,42.71348897722991,0,1,train
4678,Punjab,0,1,22372.21904372902,18835.53756919641,10,1,1,test
4679,Khyber Pakhtunkhwa,1,7,71183.97757252541,61208.651151835395,119.8180011864658,1,0,train
4680,Sindh,0,4,9733.1016684416,9281.106963094426,13.405864036517634,1,1,test
4681,Punjab,0,5,50177.005022910875,40640.881809058264,70.97130751615572,0,0,train
4682,Punjab,1,5,23653.01740366493,18642.21760487495,67.86836655045641,0,1,test
4683,Punjab,0,3,74438.06719866974,52944.831369270454,66.94008374815266,1,0,train
4684,Sindh,1,4,22764.53526413976,17492.666997483517,68.44266896807154,1,1,train
4685,Punjab,0,9,29913.62289514584,22372.762367344065,123.61929426228477,0,1,train
4686,Sindh,1,3,56292.50442345584,40298.829420971335,71.55850638350093,0,0,test
4687,Sindh,0,3,26535.892138651176,24569.54462161041,24.398301509973425,0,1,train
4688,Punjab,0,2,37386.787794703174,30209.16572619792,32.00227085871289,1,1,train
4689,Punjab,1,5,51523.593550627644,39386.60349814513,142.71612585413416,1,0,train
4690,Khyber Pakhtunkhwa,1,7,56024.052010414955,34028.02101457642,110.25190204995442,0,0,train
4691,Punjab,0,3,60311.362041454,48422.39788717748,64.38182561403981,1,0,test
4692,Khyber Pakhtunkhwa,0,5,21171.755758500098,19425.768655873544,85.35241885593784,0,1,train
4693,Sindh,0,6,53096.30820373192,46896.79507460084,136.33209665721105,1,0,test
4694,Sindh,0,3,13425.889201095677,12113.49151611222,18.99323851879544,0,1,train
4695,Sindh,0,4,21002.567254590278,17573.683294035152,49.97944743614802,0,1,test
4696,Balochistan,1,7,29267.19809387891,28899.56862371183,67.47419373307588,1,1,train
4697,Sindh,0,3,43179.26756547188,39822.17007610292,10.12171097285043,1,0,test
4698,Punjab,0,5,48149.06702209506,28950.776063351717,117.63200083164537,1,0,train
4699,Punjab,0,4,37659.66417616656,32083.50648639336,109.07083300402786,0,1,train
4700,Sindh,0,8,16207.19707411478,10151.520732577535,93.82741610990927,1,1,train
4701,Sindh,1,11,16909.61653286359,19228.047058617696,138.4411937942544,0,1,train
4702,Punjab,1,8,37965.244916865304,34346.19287710285,75.03851438899419,0,1,train
4703,Punjab,0,6,11551.180386885268,10492.716578374499,116.02106870473551,0,1,train
4704,Sindh,0,4,16492.780096013506,12938.43959430157,49.09152411328389,0,1,train
4705,Punjab,0,3,37745.88653701288,31731.28765012509,39.00715919915694,0,1,train
4706,Punjab,1,8,45746.02286360931,35828.75393586215,133.25575719759885,0,0,train
4707,Khyber Pakhtunkhwa,0,4,21237.83593953066,14341.616202053647,30.628643851909963,0,1,test
4708,Punjab,1,6,55192.57349526852,34529.43962716136,115.21432024219597,1,0,train
4709,Khyber Pakhtunkhwa,1,3,41559.74370448009,32283.144225773904,39.814022497122615,0,0,train
4710,Sindh,0,8,16305.653904805667,6684.265802904598,74.81461844431927,0,1,train
4711,Punjab,0,4,10472.001279708176,11240.283904101683,62.71901389047497,0,1,train
4712,Punjab,1,7,56508.45943810703,43894.6302121666,147.2728900923526,1,0,test
4713,Punjab,0,3,42385.46050412785,38966.88382288737,100.36109897681405,1,0,test
4714,Punjab,1,5,128559.48446643706,105511.39501913909,167.45373980349987,1,0,train
4715,Punjab,1,7,20624.13990254104,19231.54401730238,114.47015300926623,0,1,test
4716,Punjab,1,8,41533.91007176775,27256.13402572417,81.90544868910588,0,0,train
4717,Khyber Pakhtunkhwa,0,6,122776.12873748873,85832.74678779778,182.09559238913536,0,0,train
4718,Sindh,0,4,24458.65618437641,22216.131970516435,59.63810663280201,0,1,test
4719,Punjab,1,7,41770.913790168765,35232.51849396519,106.2579836542929,1,0,train
4720,Punjab,0,4,7503.8528113491175,3641.9734295136577,42.83322334356816,0,1,train
4721,Punjab,0,12,16812.9892220769,12046.620144863604,61.63471079416125,0,1,test
4722,Punjab,1,9,46560.20997152589,27878.339298549687,131.03106178454493,0,0,test
4723,Punjab,1,4,25828.36811497145,21095.24566249735,128.3170279651864,1,1,train
4724,Sindh,1,5,64819.73959858893,44273.19352195567,123.29231215412038,0,0,train
4725,Khyber Pakhtunkhwa,0,2,31819.460850543503,26635.153632513346,70.31639252701541,0,1,train
4726,Punjab,1,6,21676.988762311837,19022.09477635969,27.03416172228534,0,1,train
4727,Punjab,0,7,16676.369934468697,20380.31558910271,73.50890370922467,0,1,test
4728,Punjab,0,2,21116.350832396758,14392.671088965604,25.639059940860506,0,1,train
4729,Punjab,0,6,48833.16703308222,42576.648577118685,77.3597634747238,0,0,train
4730,Punjab,1,2,40457.02493202098,31408.687374153338,54.6967109014527,1,0,test
4731,Punjab,0,5,44278.67901386018,44644.057514008586,69.32813319084963,0,0,test
4732,Balochistan,1,4,33303.05363329883,36760.96178609638,42.96945435250124,1,1,train
4733,Balochistan,0,5,4625.495635688475,3000,52.89283779437342,0,1,train
4734,Punjab,0,8,48084.92991636659,37918.427085842784,107.1296993990023,0,0,train
4735,Punjab,0,3,22921.414998578017,17614.086815419203,14.161604680665548,1,1,train
4736,Sindh,1,7,29093.375646238263,26300.088563164227,63.50556531649411,0,1,train
4737,Khyber Pakhtunkhwa,1,5,83405.97767999436,76985.22418640909,182.74227100979618,1,0,test
4738,Sindh,1,2,26906.305460201034,29041.750464015415,85.29702629565,1,1,train
4739,Punjab,0,4,5296.68791715458,5425.014609954062,10,0,1,train
4740,Punjab,0,3,24616.82264654743,24051.89231113441,68.16514291966072,0,1,train
4741,Punjab,0,12,8948.146176121392,9632.979265295564,120.72090484024513,0,1,train
4742,Khyber Pakhtunkhwa,1,3,10202.09323707409,6678.629093965215,71.20469400613868,0,1,train
4743,Punjab,0,7,16898.31476124888,14343.17435298657,44.88933007339339,1,1,test
4744,Punjab,0,10,35122.26673302816,34938.14872471181,98.28498446457152,0,1,train
4745,Punjab,0,6,33511.98268623295,25550.721313801423,120.23370460056827,1,1,test
4746,Punjab,1,5,45295.01034829459,38682.3222567916,74.13915753988655,1,0,train
4747,Khyber Pakhtunkhwa,0,7,51080.36437552764,45528.943958934484,150.80486788456346,0,0,train
4748,Khyber Pakhtunkhwa,0,3,18901.67780346456,14296.057529771217,10.411502167008798,1,1,test
4749,Sindh,1,2,27632.844107968765,17720.116192724614,41.92047907966446,1,1,test
4750,Punjab,0,7,33110.54032356384,33145.90135324691,87.2832043571939,0,1,train
4751,Punjab,0,4,51783.17465685292,36227.664717405074,43.08950006528897,0,0,test
4752,Punjab,1,5,17579.500251226764,13247.49926743065,114.50760567902682,0,1,train
4753,Punjab,0,7,28356.154273459735,26128.695047833495,108.80462072906559,1,1,train
4754,Punjab,0,6,42763.92409435406,33293.08903953539,73.7187593665362,0,0,train
4755,Punjab,0,5,37766.4740487051,34881.05400813499,22.717861836538432,0,1,train
4756,Sindh,0,4,27993.253391657254,22752.037075826334,55.40697745558767,0,1,train
4757,Khyber Pakhtunkhwa,0,3,46038.127501113406,31885.729357319833,86.49720705537173,0,0,train
4758,Punjab,1,4,42134.54615420146,38262.424152768814,61.925069421725,0,0,train
4759,Punjab,0,8,30301.925373518192,29002.355354063613,90.33813601434684,0,1,train
4760,Punjab,0,5,12413.00381721459,12306.62691893361,69.48353508092127,0,1,train
4761,Punjab,1,3,49731.81947464658,34094.212956097384,110.7586891631249,1,0,test
4762,Punjab,1,4,19159.269997761865,15072.008764999762,86.53934987377977,0,1,train
4763,Khyber Pakhtunkhwa,0,11,67520.9749117354,55147.46434418445,156.97855889834602,1,0,train
4764,Punjab,1,6,20256.092231192768,22898.238707512908,129.14811178032687,1,1,train
4765,Sindh,1,5,50174.6128435559,38136.979517101325,81.16391731505479,0,0,test
4766,Punjab,0,8,45804.61830628472,43459.66343561084,177.62008120441016,0,0,test
4767,Punjab,0,1,45075.609995712744,35148.65243119665,10.021161945202067,0,0,train
4768,Sindh,1,5,44478.53397785993,33703.49863098884,99.33343693750228,1,0,train
4769,Balochistan,1,6,158408.22374365968,119577.06960143882,164.56959455679922,1,0,train
4770,Punjab,1,4,34180.375695644,29060.223793817167,43.515873082181564,0,1,train
4771,Punjab,0,4,59692.62637996382,44863.2157392431,44.123144531955134,0,0,train
4772,Sindh,0,2,14246.561204598132,14414.44692438551,46.86687136239211,1,1,test
4773,Khyber Pakhtunkhwa,0,4,39808.45725242017,31658.319112291425,103.87851777864014,1,1,train
4774,Balochistan,0,6,28055.6478928528,21960.916536497167,58.06584190714655,0,1,train
4775,Khyber Pakhtunkhwa,0,6,32991.16199259502,27733.80562890345,108.61387976134543,0,1,test
4776,Islamabad,0,6,25677.150216642243,26839.297645683564,106.03064041169952,1,1,test
4777,Punjab,0,7,23990.06408035556,17490.515363066625,65.73730820404234,0,1,test
4778,Sindh,0,4,20448.98266211865,14432.205639735395,60.08603091793251,1,1,train
4779,Sindh,0,9,119384.40912846055,75225.57306663325,193.7997700116414,0,0,train
4780,Punjab,1,2,31736.82070036645,26484.59359496645,42.92584010015004,0,1,train
4781,Khyber Pakhtunkhwa,1,5,37591.32059568626,32616.415392117022,105.80465374739188,0,1,test
4782,Khyber Pakhtunkhwa,0,4,20368.98263607327,18777.15380400307,107.68861212454183,1,1,test
4783,Punjab,0,1,43993.78677582835,35928.10101816046,66.74421555622196,0,0,train
4784,Islamabad,1,7,64996.043941565855,49180.08582309197,105.09984859586284,0,0,train
4785,Punjab,0,10,23293.136531969925,26710.990338271855,74.56544551192601,1,1,test
4786,Punjab,0,1,19729.65215129938,13637.437995831448,83.63925376860946,0,1,train
4787,Punjab,1,3,13932.515475944847,13365.507778665775,26.743066288032683,1,1,train
4788,Balochistan,0,3,66904.46122660428,51161.08172053398,63.5906849201737,0,0,train
4789,Punjab,1,4,23069.92275631042,18650.596014132043,55.35724775268069,1,1,train
4790,Sindh,1,5,42185.935212892764,29337.678524037838,82.34576325272508,0,0,train
4791,Sindh,1,2,16041.927528185442,13740.447798339526,10,0,1,train
4792,Punjab,0,5,25382.99920430673,27759.43683527249,84.8001544396481,0,1,train
4793,Sindh,0,8,9401.341889870258,11797.919480198072,113.04616715297877,0,1,train
4794,Punjab,0,3,17873.119473501352,20006.934865034404,33.61870134449346,0,1,train
4795,Punjab,0,4,34952.595842199895,31912.557826242548,76.82973370229743,0,1,train
4796,Khyber Pakhtunkhwa,1,7,72253.53972784393,63959.505087394384,154.25476929787916,1,0,train
4797,Punjab,0,3,13242.711510768377,9437.843514069828,41.589785256369176,0,1,test
4798,Khyber Pakhtunkhwa,1,7,66785.89916707994,55096.87503272609,188.1254757473505,1,0,train
4799,Sindh,1,3,37379.1252856805,34147.14438485099,71.184214043109165,1,1,train
4800,Punjab,0,7,29197.499740984436,29020.038290923065,91.27637726731092,0,1,train
4801,Khyber Pakhtunkhwa,1,7,25287.55428138648,19165.32006048211,134.31439358054217,0,1,train
4802,Punjab,1,2,25267.491208193285,21583.512104843056,44.26406928665176,0,1,train
4803,Punjab,1,5,47061.45949090256,36066.52402439813,79.0469381946306,0,0,train
4804,Punjab,0,8,20340.552629957652,17865.54960530566,48.06930156016364,0,1,train
4805,Punjab,0,6,16538.821857877756,14355.641837249106,95.60966124498779,0,1,train
4806,Punjab,0,6,82982.0886697157,56704.28713306944,96.22188579890343,1,0,test
4807,Punjab,1,5,60486.82802763689,40338.52357345718,134.60522413417277,0,0,test
4808,Punjab,0,4,18990.39814027597,14527.215752776054,33.62178065937832,1,1,train
4809,Punjab,0,6,20485.1950335484,22888.32302961919,92.676997205161,0,1,train
4810,Sindh,0,7,27030.98925004201,17040.442087665826,85.05767375371668,0,1,test
4811,Sindh,0,5,44595.111395695756,33517.13467556803,83.05096937259297,0,0,train
4812,Sindh,0,7,37582.56017648142,38670.756300163936,141.62991064488858,1,1,test
4813,Punjab,0,1,17638.6514389382,14027.627998766495,10,0,1,test
4814,Punjab,1,3,197143.11883821554,136082.03221413866,182.44427798487362,1,0,test
4815,Punjab,0,4,65895.3680121864,42674.24053609395,91.0221513157218,1,0,train
4816,Punjab,0,3,12956.668611402947,10425.440479389692,40.241278747879775,0,1,train
4817,Punjab,0,5,40578.310831785864,30752.485480370146,50.74029932754317,1,0,train
4818,Sindh,0,7,47759.77947137183,33311.23500232575,117.05959560399718,0,0,train
4819,Punjab,1,6,85624.45595563245,56962.9709885657,177.0881658048032,1,0,train
4820,Sindh,1,5,24626.408161583502,25935.630365929923,130.3686180634777,1,1,train
4821,Punjab,1,7,20868.70951651747,24863.172519710883,130.99692817987415,1,1,train
4822,Punjab,1,2,25410.603285617908,20787.120808718748,57.34437155438629,0,1,train
4823,Punjab,0,5,66202.32709051082,64323.75864138874,109.17251861965282,0,0,train
4824,Sindh,0,9,22109.87181280367,28434.91319449601,114.06275599220285,1,1,train
4825,Sindh,1,3,76479.59509322786,70517.13348940754,118.13583102471092,1,0,train
4826,Punjab,0,7,22617.33294457539,18341.498614122705,88.96895117652156,0,1,test
4827,Sindh,1,10,11244.987683535384,7820.880077420881,135.52185780874953,1,1,train
4828,Punjab,1,2,33207.96777473395,28205.663389331603,85.86251328070898,0,1,train
4829,Sindh,1,4,18793.554984273287,11227.72420945308,61.98540641535377,1,1,train
4830,Balochistan,0,6,17763.826338126153,14566.109696335534,68.7830194561391,0,1,train
4831,Punjab,0,6,23293.351237036473,18587.492200394023,53.248638416136835,0,1,test
4832,Sindh,0,6,12361.701779349598,12656.71965625835,101.45588216692796,0,1,train
4833,Sindh,1,4,99069.06011347509,74259.966086775,99.89048623161017,0,0,train
4834,Khyber Pakhtunkhwa,0,5,30711.431075297718,29469.193525055623,161.7601933126233,0,1,train
4835,Sindh,0,7,34612.87092230546,28607.416306957148,122.02042969718073,0,1,train
4836,Punjab,0,6,61377.42552294008,48962.405086251,44.651993006971225,0,0,test
4837,Punjab,0,7,9673.379625953818,8149.11530612652,87.41494201090421,0,1,train
4838,Punjab,0,5,64441.27758338779,44805.75908516394,68.88748131238339,0,0,train
4839,Sindh,0,3,31725.546057020827,25795.698561079647,115.33773437740217,1,1,train
4840,Punjab,0,5,10189.428449437557,12115.999838908065,81.2267884971508,0,1,train
4841,Khyber Pakhtunkhwa,0,5,59586.518216941986,48221.91342689912,102.11170256430206,1,0,train
4842,Khyber Pakhtunkhwa,0,5,49390.835965553415,36671.641615518085,63.66331724799116,0,0,train
4843,Sindh,1,5,26527.890074251925,25378.68319725253,29.58752093500287,0,1,test
4844,Sindh,1,10,20126.923737319335,12835.264163446634,135.96051523316578,1,1,train
4845,Sindh,1,3,42676.19542929613,32681.752165228518,25.45851807397871,0,0,train
4846,Balochistan,0,4,25229.737795479803,23767.690704992674,57.34480711844559,0,1,train
4847,Khyber Pakhtunkhwa,1,4,8567.736509608141,8747.616722048815,32.219391287035215,0,1,train
4848,Punjab,0,4,26015.048669404237,21508.026241478623,111.31482073721168,0,1,train
4849,Balochistan,1,3,28690.42663409836,21220.95458844925,10,0,1,train
4850,Punjab,0,5,65750.77856719145,55435.22885283049,121.10205684884455,0,0,train
4851,Punjab,0,3,32673.408468049474,28951.77826037364,40.67909382144873,0,1,test
4852,Sindh,0,3,17966.90312705541,12424.364475429791,22.805631978380955,1,1,train
4853,Punjab,0,5,14924.433963966136,15634.435340961334,57.417741088485116,0,1,train
4854,Sindh,1,6,30867.617917372616,24296.2671760871,109.97942624138537,0,1,train
4855,Punjab,0,8,14214.528445467497,17908.415839909117,98.96301576975144,0,1,train
4856,Punjab,0,3,11795.748604726416,10633.897949798018,57.686101913844716,0,1,train
4857,Khyber Pakhtunkhwa,1,3,27774.911467937993,25085.974028440723,95.13768483966182,0,1,train
4858,Khyber Pakhtunkhwa,0,4,81414.22446591304,67452.88207703942,94.63316589050507,0,0,train
4859,Sindh,0,3,52806.5965803651,37294.74954330989,111.4655823207809,0,0,test
4860,Khyber Pakhtunkhwa,0,3,33605.1562906929,29818.909348255813,42.82642312754394,0,1,train
4861,Khyber Pakhtunkhwa,1,11,47391.11187640891,42774.648772443725,146.38368020682108,1,0,train
4862,Sindh,1,4,7775.518297922645,6877.36725005669,71.04652247905088,1,1,train
4863,Sindh,0,3,34610.89415519261,30277.990335097642,29.762602349903837,1,1,test
4864,Punjab,1,3,14063.434533934505,17032.376439436826,39.71360476151007,1,1,test
4865,Punjab,1,5,25377.129435848467,25310.475758154036,71.68587588842334,1,1,train
4866,Khyber Pakhtunkhwa,1,8,11772.612441630736,11714.697173914266,142.04154711433932,1,1,train
4867,Punjab,0,3,53264.39757855004,46598.152960864354,91.94840200969378,0,0,train
4868,Sindh,1,3,49835.71213570612,41206.737358513456,49.58564965573391,0,0,train
4869,Punjab,0,7,15147.663979157496,12938.748054267544,56.42245402057303,0,1,train
4870,Punjab,0,8,68522.21386758752,53764.173160755425,198.65075426606683,1,0,test
4871,Balochistan,0,6,13987.654593977004,14239.979412591416,60.055038265551985,0,1,train
4872,Punjab,1,5,17691.718699530087,15004.873817663858,41.230291775300884,0,1,train
4873,Punjab,0,7,37059.232821038706,30342.133511741715,78.28375764690108,0,1,train
4874,Punjab,1,5,20807.478044125066,16730.782411218,99.06807917067763,1,1,test
4875,Sindh,0,4,55046.38133229276,42499.68536014816,75.10498205706547,0,0,train
4876,Punjab,0,7,24859.329018049466,22825.869531747525,114.76131536000136,0,1,test
4877,Sindh,0,1,20150.477726710596,24251.79664620311,18.600796854759935,1,1,train
4878,Punjab,1,7,40465.49507280041,41758.710879719416,85.6568806685736,0,0,train
4879,Khyber Pakhtunkhwa,0,6,45180.03217133594,27505.251640738854,110.49974559859756,1,0,test
4880,Punjab,1,9,57186.83017156428,50846.73122107998,79.63547712241466,0,0,train
4881,Sindh,0,9,23692.91909677071,20836.03325348797,60.379460213528596,0,1,train
4882,Sindh,0,4,53078.97623363467,40809.30384004151,108.17105155045327,1,0,test
4883,Punjab,1,4,24016.34531940633,25705.84726244754,19.861605154423785,1,1,test
4884,Punjab,0,5,40509.49403572077,33070.904697149985,57.116675104483505,0,0,train
4885,Sindh,0,7,59380.67441351002,46323.25443356336,144.16025685681024,0,0,train
4886,Punjab,1,8,29146.24918909704,24613.859796513727,57.62382988114194,1,1,train
4887,Sindh,0,3,49472.43979055117,42985.187072910325,23.481078665299393,1,0,train
4888,Punjab,0,6,22243.714530869005,16821.30524429408,110.79421425195875,0,1,train
4889,Punjab,0,7,63879.026543459695,44923.837503421084,160.11140273885883,1,0,train
4890,Punjab,0,3,6359.768738171382,6646.044303190942,10,0,1,test
4891,Khyber Pakhtunkhwa,0,3,39569.14306237351,31940.470203310822,77.78936838109915,0,1,test
4892,Punjab,1,3,9905.232381357077,13583.716453677505,80.52985376615288,1,1,test
4893,Sindh,1,4,23690.493870632956,23663.708949118696,98.38832934152322,1,1,test
4894,Sindh,1,5,96799.76486535712,65175.02739989953,71.30981924716112,1,0,train
4895,Punjab,0,3,16593.145620556745,16723.67702144341,54.232229673051734,1,1,train
4896,Punjab,1,6,21653.86036455482,21628.947730977234,64.99208511076013,1,1,train
4897,Punjab,1,6,4154.599507100591,3000,38.6634656531715,1,1,train
4898,Punjab,1,6,19028.19777933087,12792.651413695821,50.274592014636404,0,1,test
4899,Khyber Pakhtunkhwa,0,5,37378.64589418765,32318.247416532526,52.13765748653346,0,1,train
4900,Sindh,0,3,48149.344178078085,32555.319393448393,65.36744123984593,0,0,test
4901,Punjab,1,4,15482.665445816068,13500.206579705791,59.3809293052666,0,1,test
4902,Balochistan,0,3,6307.545800552598,9099.756301839152,16.12080450296948,0,1,test
4903,Punjab,0,2,25153.460373221547,21443.041682915038,57.89835650785906,0,1,train
4904,Punjab,0,4,25192.51226055138,25712.899481959543,56.77472056817003,0,1,test
4905,Punjab,1,4,29478.642857430405,20781.55486070724,43.413104985351794,1,1,test
4906,Khyber Pakhtunkhwa,0,7,35842.10541929103,32000.833882344752,104.4999360915205,0,1,train
4907,Punjab,1,6,16660.61136938373,19191.164688999757,38.62836869666126,1,1,test
4908,Khyber Pakhtunkhwa,1,8,59808.14780802234,50453.86577119568,148.37724842660987,0,0,test
4909,Sindh,0,8,18101.170013038187,18723.12071914927,90.81544342776353,0,1,test
4910,Sindh,0,3,72188.83376483656,57524.03009747827,68.94504195304287,0,0,train
4911,Khyber Pakhtunkhwa,1,7,46126.45708574438,35728.74840590694,124.44519784975799,1,0,test
4912,Punjab,0,7,17866.343267057844,14983.431862798187,47.99061318845878,1,1,train
4913,Sindh,1,6,19192.131923527297,17407.83777527609,56.54818380818977,0,1,train
4914,Punjab,0,3,27596.861818937818,19180.126372708393,62.628494670173346,0,1,train
4915,Punjab,0,6,34702.351374979706,29255.275451355352,74.07742206478068,0,1,train
4916,Sindh,1,8,50320.41297972653,43215.21394868583,83.290251420168,1,0,train
4917,Punjab,0,4,23628.573759836694,20476.668653059023,88.82082469353077,0,1,train
4918,Sindh,0,1,15823.138540842481,10596.565560083167,82.90452996550891,0,1,train
4919,Punjab,0,3,6264.356005911736,5062.909255752836,37.64698766881247,1,1,train
4920,Sindh,1,8,32338.82899793064,24821.32447196979,152.53364288514058,1,1,train
4921,Punjab,0,6,7311.021047715834,3000,82.73306899820024,1,1,train
4922,Punjab,1,7,26965.652023514624,23873.989043833277,78.0969756341126,0,1,test
4923,Punjab,0,3,47922.11275216098,34647.454808539165,51.41714380687867,0,0,train
4924,Khyber Pakhtunkhwa,0,1,125159.42959531619,116071.02087272407,121.32268216461227,0,0,test
4925,Punjab,0,5,27526.31902986444,21117.85175016848,36.51561316287367,0,1,train
4926,Punjab,0,2,69788.2125430232,50996.92485100689,86.70355616527463,0,0,train
4927,Punjab,0,9,90598.90422767335,76797.6790624125,125.23156379325695,1,0,train
4928,Punjab,1,7,19427.93163248999,20012.44689598186,152.68407466453047,1,1,train
4929,Punjab,0,2,35596.83551963285,30219.732419476433,51.21519389083785,0,1,train
4930,Punjab,1,8,13336.263048775827,9222.801685603456,70.18825623024827,0,1,test
4931,Islamabad,0,3,12794.948161794819,7500.892439417015,24.333099414733294,0,1,train
4932,Balochistan,1,9,43151.76821517841,25322.231357900204,138.11771553013185,1,0,test
4933,Sindh,1,6,94766.21197784528,76231.26148384516,134.68366149602292,0,0,train
4934,Khyber Pakhtunkhwa,0,5,35716.45702617303,35482.83925416298,85.99059891252442,0,1,train
4935,Punjab,0,7,35837.92233173076,26561.469967679175,89.85771725920796,0,1,train
4936,Sindh,0,5,10168.847483313351,13017.86371108372,49.80254871949665,0,1,train
4937,Punjab,0,3,47562.779393863435,39359.75204576625,105.64887324480924,0,0,train
4938,Punjab,0,10,47611.166923000994,36497.58950237573,139.65773097579196,0,0,test
4939,Punjab,0,7,43640.31447477343,24110.887646432642,119.36537717305897,0,0,test
4940,Punjab,1,1,83724.54856371197,67889.31384196205,35.135825108212074,0,0,test
4941,Khyber Pakhtunkhwa,0,6,38850.48903414797,38307.16775371963,107.16710669926613,1,1,train
4942,Punjab,1,9,45397.14118320059,40551.37765920418,92.61806256353864,1,0,train
4943,Khyber Pakhtunkhwa,0,6,59876.03444374895,42167.293910784,96.42726526902312,0,0,train
4944,Khyber Pakhtunkhwa,0,4,30283.508868896202,21250.76300825051,67.68078572503535,1,1,train
4945,Sindh,1,6,53218.843321379245,37695.82863351505,88.43950250175888,1,0,test
4946,Punjab,1,7,24336.478423317127,19716.34094983264,121.8038138381794,0,1,test
4947,Khyber Pakhtunkhwa,0,7,21103.47869762783,22097.383789938514,65.61861411657941,0,1,train
4948,Khyber Pakhtunkhwa,0,8,51232.651092733475,34438.71841953316,131.62072249508722,1,0,test
4949,Punjab,0,3,31398.785519761077,28728.93144688275,48.03627335306189,0,1,train
4950,Balochistan,0,8,55045.23845535019,37840.50830536835,163.07986355986495,0,0,train
4951,Punjab,0,8,35216.121797916865,28553.94142465539,131.57516537375824,1,1,train
4952,Punjab,1,3,45456.564935303606,32996.1871214445,63.57381421105883,0,0,train
4953,Punjab,0,6,20703.386183827464,14940.362819201297,37.5582844377997,1,1,train
4954,Sindh,1,2,49337.523891258,42961.069346993085,46.46854596728676,1,0,test
4955,Sindh,0,7,80399.78110123174,65894.57924851052,96.31682545603394,0,0,test
4956,Balochistan,0,3,27519.107028182403,20788.129893836194,48.54259367117089,0,1,train
4957,Punjab,0,7,29071.80062119023,24212.319270378397,146.18300190240166,0,1,train
4958,Punjab,0,6,44482.14916932823,35874.99525021809,84.80417729677063,0,0,train
4959,Khyber Pakhtunkhwa,0,5,11660.244713452883,10165.278800593602,80.09805539862518,0,1,train
4960,Khyber Pakhtunkhwa,0,4,11820.813175878888,7345.259010619141,71.8785424512876,0,1,train
4961,Punjab,0,4,81288.5540462294,67788.99769498994,121.02088098426789,1,0,test
4962,Punjab,0,5,11535.597459733968,9991.70139414897,13.803027446079064,1,1,train
4963,Punjab,1,7,25471.475032143106,23636.635882476014,107.3903685250167,1,1,test
4964,Sindh,1,6,38533.04133431026,34966.363369056795,101.24906691334549,1,1,test
4965,Balochistan,0,4,31585.66425063901,31143.71764917735,61.620113704425364,0,1,test
4966,Sindh,1,1,50083.2233071785,36085.439804175534,19.664512060209326,1,0,test
4967,Khyber Pakhtunkhwa,0,5,35655.587367884684,31128.451095280558,103.09883548410053,1,1,train
4968,Punjab,1,6,41913.517463196746,25180.662650417755,63.727017884836116,1,0,train
4969,Punjab,1,6,81032.4641691932,55571.22897049185,131.98669045910438,0,0,train
4970,Punjab,0,2,82866.81934334431,69348.51243461316,52.92225563119134,1,0,train
4971,Khyber Pakhtunkhwa,0,4,13760.534528548988,10378.193853060764,38.86519153188545,0,1,train
4972,Islamabad,1,6,52287.03371443608,32407.695945876974,30.18964751356927,1,0,test
4973,Sindh,0,10,50955.27923336574,44634.455910363846,120.84709844131774,0,0,train
4974,Sindh,0,4,21215.117197890635,19103.631838559057,99.59894497946897,1,1,test
4975,Punjab,0,4,42821.02476622609,26757.681902175456,105.5257261068638,1,0,train
4976,Punjab,1,8,15793.26953517006,9939.700002411371,73.73485433425847,0,1,train
4977,Sindh,0,9,104852.15333642233,74535.35118165327,244.7608843351248,0,0,train
4978,Balochistan,0,4,13880.087117548886,12099.875892830796,15.897333961870544,0,1,train
4979,Khyber Pakhtunkhwa,0,6,61385.379029167976,41338.341411140544,119.50608419963858,0,0,test
4980,Khyber Pakhtunkhwa,0,6,52767.98411554608,41912.876823873885,118.92918941102847,1,0,train
4981,Punjab,1,5,77471.95479487948,48112.80096835583,64.27863937494318,1,0,train
4982,Punjab,0,6,8485.990849874786,11167.515531696,85.12785924913894,0,1,train
4983,Sindh,1,2,37793.144500965165,31462.4363626092,87.02720328778767,1,1,train
4984,Khyber Pakhtunkhwa,0,5,58309.430263479335,40546.1965229804,138.9514436164623,0,0,test
4985,Punjab,1,2,20394.177461996558,16578.83077943847,100.69019020469347,0,1,test
4986,Sindh,1,2,31759.627526507993,24184.580689183887,33.11246970938099,0,1,train
4987,Sindh,0,7,32483.668294781408,28155.96563368609,116.88087268180863,0,1,train
4988,Punjab,0,10,106735.75937384003,73577.22080073322,205.54614985413974,0,0,train
4989,Punjab,1,5,24624.727939354176,20464.440593697607,94.32001916248159,1,1,test
4990,Punjab,1,3,36489.77638696926,35390.82284767922,31.014152184884544,1,1,test
4991,Punjab,0,1,22006.53760694294,16818.349016272456,89.5750355302392,0,1,train
4992,Punjab,1,5,18645.101213885395,22727.372581852687,61.1968153435509,0,1,train
4993,Punjab,1,4,26332.41375994632,24784.790996107586,16.129852797823894,1,1,test
4994,Punjab,1,4,62251.399296599164,40485.14834797991,84.64101232996866,0,0,train
4995,Sindh,0,4,29909.19196162879,23973.301009336876,80.37463515822272,0,1,train
